"cod_legenda; ";"valore; ";"time; ";"cod_veicolo; "
10;0;2024-03-07 22:53:16.835000;16
9;0;2024-03-07 22:53:16.835000;16
8;0;2024-03-07 22:53:16.835000;16
7;0;2024-03-07 22:53:16.835000;16
6;0;2024-03-07 22:53:16.835000;16
5;0;2024-03-07 22:53:16.835000;16
4;0;2024-03-07 22:53:16.835000;16
3;0;2024-03-07 22:53:16.835000;16
2;0;2024-03-07 22:53:16.835000;16
1;0;2024-03-07 22:53:16.835000;16
60;3099;2024-03-07 22:53:16.835000;16
59;2926;2024-03-07 22:53:16.835000;16
58;2985;2024-03-07 22:53:16.835000;16
57;2910;2024-03-07 22:53:16.835000;16
69;148558;2024-03-07 22:53:16.835000;16
68;597509;2024-03-07 22:53:16.835000;16
64;2900;2024-03-07 22:53:16.835000;16
63;3050;2024-03-07 22:53:16.835000;16
62;2906;2024-03-07 22:53:16.835000;16
61;2931;2024-03-07 22:53:16.835000;16
36;3009;2024-03-07 22:53:16.835000;16
35;3067;2024-03-07 22:53:16.835000;16
34;2937;2024-03-07 22:53:16.835000;16
33;2921;2024-03-07 22:53:16.835000;16
56;3071;2024-03-07 22:53:16.835000;16
55;2941;2024-03-07 22:53:16.835000;16
54;3009;2024-03-07 22:53:16.835000;16
53;2907;2024-03-07 22:53:16.835000;16
52;3011;2024-03-07 22:53:16.835000;16
51;2998;2024-03-07 22:53:16.835000;16
50;3089;2024-03-07 22:53:16.835000;16
49;2927;2024-03-07 22:53:16.835000;16
48;2914;2024-03-07 22:53:16.835000;16
47;2945;2024-03-07 22:53:16.835000;16
46;3053;2024-03-07 22:53:16.835000;16
45;2910;2024-03-07 22:53:16.835000;16
44;3038;2024-03-07 22:53:16.835000;16
43;2976;2024-03-07 22:53:16.835000;16
42;2927;2024-03-07 22:53:16.835000;16
41;3033;2024-03-07 22:53:16.835000;16
40;2992;2024-03-07 22:53:16.835000;16
39;2970;2024-03-07 22:53:16.835000;16
38;2981;2024-03-07 22:53:16.835000;16
37;2940;2024-03-07 22:53:16.835000;16
72;2381.2;2024-03-07 22:53:16.175000;16
71;4558.1;2024-03-07 22:53:16.175000;16
70;45581;2024-03-07 22:53:16.175000;16
80;651;2024-03-07 22:53:15.370000;16
79;96046;2024-03-07 22:53:15.370000;16
78;12016;2024-03-07 22:53:15.370000;16
76;24313;2024-03-07 22:53:15.370000;16
77;95998;2024-03-07 22:53:15.370000;16
72;3174.9;2024-03-07 22:53:14.574000;16
71;1255.8;2024-03-07 22:53:14.574000;16
70;12558;2024-03-07 22:53:14.574000;16
80;982;2024-03-07 22:53:20.372000;16
79;95200;2024-03-07 22:53:20.372000;16
76;43416;2024-03-07 22:53:20.372000;16
78;11990;2024-03-07 22:53:20.372000;16
77;95717;2024-03-07 22:53:20.372000;16
64;0;2024-03-07 22:53:19.836000;16
63;0;2024-03-07 22:53:19.836000;16
62;0;2024-03-07 22:53:19.836000;16
61;0;2024-03-07 22:53:19.836000;16
60;0;2024-03-07 22:53:19.836000;16
59;0;2024-03-07 22:53:19.836000;16
58;0;2024-03-07 22:53:19.836000;16
57;0;2024-03-07 22:53:19.836000;16
56;0;2024-03-07 22:53:19.836000;16
55;0;2024-03-07 22:53:19.836000;16
54;0;2024-03-07 22:53:19.836000;16
53;0;2024-03-07 22:53:19.836000;16
52;0;2024-03-07 22:53:19.836000;16
51;0;2024-03-07 22:53:19.836000;16
50;0;2024-03-07 22:53:19.836000;16
49;0;2024-03-07 22:53:19.836000;16
48;1;2024-03-07 22:53:19.836000;16
47;0;2024-03-07 22:53:19.836000;16
46;0;2024-03-07 22:53:19.836000;16
45;0;2024-03-07 22:53:19.836000;16
44;1;2024-03-07 22:53:19.836000;16
43;1;2024-03-07 22:53:19.836000;16
42;1;2024-03-07 22:53:19.836000;16
41;0;2024-03-07 22:53:19.836000;16
40;0;2024-03-07 22:53:19.836000;16
39;0;2024-03-07 22:53:19.836000;16
38;0;2024-03-07 22:53:19.836000;16
37;0;2024-03-07 22:53:19.836000;16
36;1;2024-03-07 22:53:19.836000;16
35;1;2024-03-07 22:53:19.836000;16
34;0;2024-03-07 22:53:19.836000;16
33;0;2024-03-07 22:53:19.836000;16
32;1;2024-03-07 22:53:19.836000;16
31;1;2024-03-07 22:53:19.836000;16
30;1;2024-03-07 22:53:19.836000;16
29;0;2024-03-07 22:53:19.836000;16
28;0;2024-03-07 22:53:19.836000;16
27;1;2024-03-07 22:53:19.836000;16
26;1;2024-03-07 22:53:19.836000;16
25;0;2024-03-07 22:53:19.836000;16
24;0;2024-03-07 22:53:19.836000;16
23;0;2024-03-07 22:53:19.836000;16
22;0;2024-03-07 22:53:19.836000;16
21;1;2024-03-07 22:53:19.836000;16
20;0;2024-03-07 22:53:19.836000;16
19;0;2024-03-07 22:53:19.836000;16
18;1;2024-03-07 22:53:19.836000;16
17;0;2024-03-07 22:53:19.836000;16
16;0;2024-03-07 22:53:19.836000;16
15;0;2024-03-07 22:53:19.836000;16
14;0;2024-03-07 22:53:19.836000;16
13;0;2024-03-07 22:53:19.836000;16
12;0;2024-03-07 22:53:19.836000;16
11;0;2024-03-07 22:53:19.836000;16
10;0;2024-03-07 22:53:19.836000;16
9;0;2024-03-07 22:53:19.836000;16
8;0;2024-03-07 22:53:19.836000;16
7;0;2024-03-07 22:53:19.836000;16
6;0;2024-03-07 22:53:19.836000;16
5;0;2024-03-07 22:53:19.836000;16
4;0;2024-03-07 22:53:19.836000;16
3;0;2024-03-07 22:53:19.836000;16
2;0;2024-03-07 22:53:19.836000;16
1;0;2024-03-07 22:53:19.836000;16
69;149090;2024-03-07 22:53:19.836000;16
68;597541;2024-03-07 22:53:19.836000;16
64;3000;2024-03-07 22:53:19.836000;16
63;2900;2024-03-07 22:53:19.836000;16
62;2903;2024-03-07 22:53:19.836000;16
61;3037;2024-03-07 22:53:19.836000;16
60;2993;2024-03-07 22:53:19.836000;16
59;2993;2024-03-07 22:53:19.836000;16
58;2933;2024-03-07 22:53:19.836000;16
57;2919;2024-03-07 22:53:19.836000;16
56;3089;2024-03-07 22:53:19.836000;16
55;2988;2024-03-07 22:53:19.836000;16
54;2964;2024-03-07 22:53:19.836000;16
53;2941;2024-03-07 22:53:19.836000;16
52;2963;2024-03-07 22:53:19.836000;16
51;3058;2024-03-07 22:53:19.836000;16
50;3099;2024-03-07 22:53:19.836000;16
49;2900;2024-03-07 22:53:19.836000;16
48;2913;2024-03-07 22:53:19.836000;16
47;3000;2024-03-07 22:53:19.836000;16
46;2940;2024-03-07 22:53:19.836000;16
45;3039;2024-03-07 22:53:19.836000;16
36;3012;2024-03-07 22:53:19.836000;16
35;3064;2024-03-07 22:53:19.836000;16
34;2971;2024-03-07 22:53:19.836000;16
33;3030;2024-03-07 22:53:19.836000;16
44;3037;2024-03-07 22:53:19.836000;16
43;2940;2024-03-07 22:53:19.836000;16
42;2942;2024-03-07 22:53:19.836000;16
41;3054;2024-03-07 22:53:19.836000;16
40;3036;2024-03-07 22:53:19.836000;16
39;3064;2024-03-07 22:53:19.836000;16
38;2959;2024-03-07 22:53:19.836000;16
37;3036;2024-03-07 22:53:19.836000;16
72;4352.5;2024-03-07 22:53:19.377000;16
71;2407.6;2024-03-07 22:53:19.377000;16
70;24076;2024-03-07 22:53:19.377000;16
80;892;2024-03-07 22:53:17.871000;16
79;95162;2024-03-07 22:53:17.871000;16
76;32234;2024-03-07 22:53:17.871000;16
78;12033;2024-03-07 22:53:17.871000;16
77;95273;2024-03-07 22:53:17.871000;16
72;1562.1;2024-03-07 22:53:17.776000;16
71;5812.5;2024-03-07 22:53:17.776000;16
70;58125;2024-03-07 22:53:17.776000;16
72;5504.5;2024-03-07 22:53:24.181000;16
71;6401.2;2024-03-07 22:53:24.181000;16
70;64012;2024-03-07 22:53:24.181000;16
64;0;2024-03-07 22:53:22.837000;16
63;0;2024-03-07 22:53:22.837000;16
62;0;2024-03-07 22:53:22.837000;16
61;0;2024-03-07 22:53:22.837000;16
60;0;2024-03-07 22:53:22.837000;16
59;0;2024-03-07 22:53:22.837000;16
58;0;2024-03-07 22:53:22.837000;16
57;0;2024-03-07 22:53:22.837000;16
56;0;2024-03-07 22:53:22.837000;16
55;0;2024-03-07 22:53:22.837000;16
54;0;2024-03-07 22:53:22.837000;16
53;0;2024-03-07 22:53:22.837000;16
52;0;2024-03-07 22:53:22.837000;16
51;0;2024-03-07 22:53:22.837000;16
50;0;2024-03-07 22:53:22.837000;16
49;0;2024-03-07 22:53:22.837000;16
48;0;2024-03-07 22:53:22.837000;16
47;1;2024-03-07 22:53:22.837000;16
46;1;2024-03-07 22:53:22.837000;16
45;1;2024-03-07 22:53:22.837000;16
44;1;2024-03-07 22:53:22.837000;16
43;1;2024-03-07 22:53:22.837000;16
42;0;2024-03-07 22:53:22.837000;16
41;1;2024-03-07 22:53:22.837000;16
40;1;2024-03-07 22:53:22.837000;16
39;0;2024-03-07 22:53:22.837000;16
38;0;2024-03-07 22:53:22.837000;16
37;0;2024-03-07 22:53:22.837000;16
36;0;2024-03-07 22:53:22.837000;16
35;0;2024-03-07 22:53:22.837000;16
34;1;2024-03-07 22:53:22.837000;16
33;0;2024-03-07 22:53:22.837000;16
32;1;2024-03-07 22:53:22.837000;16
31;0;2024-03-07 22:53:22.837000;16
30;0;2024-03-07 22:53:22.837000;16
29;1;2024-03-07 22:53:22.837000;16
28;1;2024-03-07 22:53:22.837000;16
27;1;2024-03-07 22:53:22.837000;16
26;0;2024-03-07 22:53:22.837000;16
25;1;2024-03-07 22:53:22.837000;16
24;1;2024-03-07 22:53:22.837000;16
23;1;2024-03-07 22:53:22.837000;16
22;0;2024-03-07 22:53:22.837000;16
21;0;2024-03-07 22:53:22.837000;16
20;0;2024-03-07 22:53:22.837000;16
19;0;2024-03-07 22:53:22.837000;16
18;0;2024-03-07 22:53:22.837000;16
17;0;2024-03-07 22:53:22.837000;16
16;0;2024-03-07 22:53:22.837000;16
15;0;2024-03-07 22:53:22.837000;16
14;0;2024-03-07 22:53:22.837000;16
13;0;2024-03-07 22:53:22.837000;16
12;0;2024-03-07 22:53:22.837000;16
11;0;2024-03-07 22:53:22.837000;16
10;0;2024-03-07 22:53:22.837000;16
9;0;2024-03-07 22:53:22.837000;16
8;0;2024-03-07 22:53:22.837000;16
7;0;2024-03-07 22:53:22.837000;16
6;0;2024-03-07 22:53:22.837000;16
5;0;2024-03-07 22:53:22.837000;16
4;0;2024-03-07 22:53:22.837000;16
3;0;2024-03-07 22:53:22.837000;16
2;0;2024-03-07 22:53:22.837000;16
1;0;2024-03-07 22:53:22.837000;16
69;148044;2024-03-07 22:53:22.837000;16
68;598411;2024-03-07 22:53:22.837000;16
