"cod_legenda; ";"valore; ";"time; ";"cod_veicolo; "
72;2867.6;2024-03-07 22:53:11.371000;46
71;3329.3;2024-03-07 22:53:11.371000;46
70;33293;2024-03-07 22:53:11.371000;46
64;0;2024-03-07 22:53:16.839000;46
63;0;2024-03-07 22:53:16.839000;46
62;0;2024-03-07 22:53:16.839000;46
61;0;2024-03-07 22:53:16.839000;46
60;0;2024-03-07 22:53:16.839000;46
59;0;2024-03-07 22:53:16.839000;46
58;0;2024-03-07 22:53:16.839000;46
57;0;2024-03-07 22:53:16.839000;46
56;0;2024-03-07 22:53:16.839000;46
55;0;2024-03-07 22:53:16.839000;46
54;0;2024-03-07 22:53:16.839000;46
53;0;2024-03-07 22:53:16.839000;46
52;0;2024-03-07 22:53:16.839000;46
51;0;2024-03-07 22:53:16.839000;46
50;0;2024-03-07 22:53:16.839000;46
49;0;2024-03-07 22:53:16.839000;46
48;0;2024-03-07 22:53:16.839000;46
47;0;2024-03-07 22:53:16.839000;46
46;1;2024-03-07 22:53:16.839000;46
45;1;2024-03-07 22:53:16.839000;46
44;1;2024-03-07 22:53:16.839000;46
43;1;2024-03-07 22:53:16.839000;46
42;1;2024-03-07 22:53:16.839000;46
41;0;2024-03-07 22:53:16.839000;46
40;1;2024-03-07 22:53:16.839000;46
39;0;2024-03-07 22:53:16.839000;46
38;1;2024-03-07 22:53:16.839000;46
37;0;2024-03-07 22:53:16.839000;46
36;0;2024-03-07 22:53:16.839000;46
35;0;2024-03-07 22:53:16.839000;46
34;0;2024-03-07 22:53:16.839000;46
33;0;2024-03-07 22:53:16.839000;46
32;0;2024-03-07 22:53:16.839000;46
31;1;2024-03-07 22:53:16.839000;46
30;1;2024-03-07 22:53:16.839000;46
29;0;2024-03-07 22:53:16.839000;46
28;1;2024-03-07 22:53:16.839000;46
27;1;2024-03-07 22:53:16.839000;46
26;1;2024-03-07 22:53:16.839000;46
25;1;2024-03-07 22:53:16.839000;46
24;1;2024-03-07 22:53:16.839000;46
23;0;2024-03-07 22:53:16.839000;46
22;0;2024-03-07 22:53:16.839000;46
21;1;2024-03-07 22:53:16.839000;46
20;0;2024-03-07 22:53:16.839000;46
19;1;2024-03-07 22:53:16.839000;46
18;1;2024-03-07 22:53:16.839000;46
17;0;2024-03-07 22:53:16.839000;46
16;0;2024-03-07 22:53:16.839000;46
15;0;2024-03-07 22:53:16.839000;46
14;0;2024-03-07 22:53:16.839000;46
13;0;2024-03-07 22:53:16.839000;46
12;0;2024-03-07 22:53:16.839000;46
11;0;2024-03-07 22:53:16.839000;46
10;0;2024-03-07 22:53:16.839000;46
9;0;2024-03-07 22:53:16.839000;46
8;0;2024-03-07 22:53:16.839000;46
7;0;2024-03-07 22:53:16.839000;46
6;0;2024-03-07 22:53:16.839000;46
5;0;2024-03-07 22:53:16.839000;46
4;0;2024-03-07 22:53:16.839000;46
3;0;2024-03-07 22:53:16.839000;46
2;0;2024-03-07 22:53:16.839000;46
1;0;2024-03-07 22:53:16.839000;46
69;148558;2024-03-07 22:53:16.839000;46
68;597509;2024-03-07 22:53:16.839000;46
56;3071;2024-03-07 22:53:16.839000;46
55;2941;2024-03-07 22:53:16.839000;46
54;3009;2024-03-07 22:53:16.839000;46
53;2907;2024-03-07 22:53:16.839000;46
64;2900;2024-03-07 22:53:16.839000;46
63;3050;2024-03-07 22:53:16.839000;46
62;2906;2024-03-07 22:53:16.839000;46
61;2931;2024-03-07 22:53:16.839000;46
60;3099;2024-03-07 22:53:16.839000;46
59;2926;2024-03-07 22:53:16.839000;46
58;2985;2024-03-07 22:53:16.839000;46
57;2910;2024-03-07 22:53:16.839000;46
48;2914;2024-03-07 22:53:16.839000;46
47;2945;2024-03-07 22:53:16.839000;46
46;3053;2024-03-07 22:53:16.839000;46
45;2910;2024-03-07 22:53:16.839000;46
52;3011;2024-03-07 22:53:16.839000;46
51;2998;2024-03-07 22:53:16.839000;46
50;3089;2024-03-07 22:53:16.839000;46
49;2927;2024-03-07 22:53:16.839000;46
44;3038;2024-03-07 22:53:16.839000;46
43;2976;2024-03-07 22:53:16.839000;46
42;2927;2024-03-07 22:53:16.839000;46
41;3033;2024-03-07 22:53:16.839000;46
36;3009;2024-03-07 22:53:16.839000;46
35;3067;2024-03-07 22:53:16.839000;46
34;2937;2024-03-07 22:53:16.839000;46
33;2921;2024-03-07 22:53:16.839000;46
40;2992;2024-03-07 22:53:16.839000;46
39;2970;2024-03-07 22:53:16.839000;46
38;2981;2024-03-07 22:53:16.839000;46
37;2940;2024-03-07 22:53:16.839000;46
72;2381.2;2024-03-07 22:53:16.174000;46
71;4558.1;2024-03-07 22:53:16.174000;46
70;45581;2024-03-07 22:53:16.174000;46
80;651;2024-03-07 22:53:15.361000;46
79;96046;2024-03-07 22:53:15.361000;46
76;24313;2024-03-07 22:53:15.361000;46
78;12016;2024-03-07 22:53:15.361000;46
77;95998;2024-03-07 22:53:15.361000;46
72;3174.9;2024-03-07 22:53:14.573000;46
71;1255.8;2024-03-07 22:53:14.573000;46
70;12558;2024-03-07 22:53:14.573000;46
80;982;2024-03-07 22:53:20.363000;46
79;95200;2024-03-07 22:53:20.363000;46
76;43416;2024-03-07 22:53:20.363000;46
78;11990;2024-03-07 22:53:20.363000;46
77;95717;2024-03-07 22:53:20.363000;46
64;0;2024-03-07 22:53:19.840000;46
63;0;2024-03-07 22:53:19.840000;46
62;0;2024-03-07 22:53:19.840000;46
61;0;2024-03-07 22:53:19.840000;46
60;0;2024-03-07 22:53:19.840000;46
59;0;2024-03-07 22:53:19.840000;46
58;0;2024-03-07 22:53:19.840000;46
57;0;2024-03-07 22:53:19.840000;46
56;0;2024-03-07 22:53:19.840000;46
55;0;2024-03-07 22:53:19.840000;46
54;0;2024-03-07 22:53:19.840000;46
53;0;2024-03-07 22:53:19.840000;46
52;0;2024-03-07 22:53:19.840000;46
51;0;2024-03-07 22:53:19.840000;46
50;0;2024-03-07 22:53:19.840000;46
49;0;2024-03-07 22:53:19.840000;46
48;1;2024-03-07 22:53:19.840000;46
47;0;2024-03-07 22:53:19.840000;46
46;0;2024-03-07 22:53:19.840000;46
45;0;2024-03-07 22:53:19.840000;46
44;1;2024-03-07 22:53:19.840000;46
43;1;2024-03-07 22:53:19.840000;46
42;1;2024-03-07 22:53:19.840000;46
41;0;2024-03-07 22:53:19.840000;46
40;0;2024-03-07 22:53:19.840000;46
39;0;2024-03-07 22:53:19.840000;46
38;0;2024-03-07 22:53:19.840000;46
37;0;2024-03-07 22:53:19.840000;46
36;1;2024-03-07 22:53:19.840000;46
35;1;2024-03-07 22:53:19.840000;46
34;0;2024-03-07 22:53:19.840000;46
33;0;2024-03-07 22:53:19.840000;46
32;1;2024-03-07 22:53:19.840000;46
31;1;2024-03-07 22:53:19.840000;46
30;1;2024-03-07 22:53:19.840000;46
29;0;2024-03-07 22:53:19.840000;46
28;0;2024-03-07 22:53:19.840000;46
27;1;2024-03-07 22:53:19.840000;46
26;1;2024-03-07 22:53:19.840000;46
25;0;2024-03-07 22:53:19.840000;46
24;0;2024-03-07 22:53:19.840000;46
23;0;2024-03-07 22:53:19.840000;46
22;0;2024-03-07 22:53:19.840000;46
21;1;2024-03-07 22:53:19.840000;46
20;0;2024-03-07 22:53:19.840000;46
19;0;2024-03-07 22:53:19.840000;46
18;1;2024-03-07 22:53:19.840000;46
17;0;2024-03-07 22:53:19.840000;46
16;0;2024-03-07 22:53:19.840000;46
15;0;2024-03-07 22:53:19.840000;46
14;0;2024-03-07 22:53:19.840000;46
13;0;2024-03-07 22:53:19.840000;46
12;0;2024-03-07 22:53:19.840000;46
11;0;2024-03-07 22:53:19.840000;46
10;0;2024-03-07 22:53:19.840000;46
9;0;2024-03-07 22:53:19.840000;46
8;0;2024-03-07 22:53:19.840000;46
7;0;2024-03-07 22:53:19.840000;46
6;0;2024-03-07 22:53:19.840000;46
5;0;2024-03-07 22:53:19.840000;46
4;0;2024-03-07 22:53:19.840000;46
3;0;2024-03-07 22:53:19.840000;46
2;0;2024-03-07 22:53:19.840000;46
1;0;2024-03-07 22:53:19.840000;46
69;149090;2024-03-07 22:53:19.840000;46
68;597541;2024-03-07 22:53:19.840000;46
56;3089;2024-03-07 22:53:19.840000;46
55;2988;2024-03-07 22:53:19.840000;46
54;2964;2024-03-07 22:53:19.840000;46
53;2941;2024-03-07 22:53:19.840000;46
64;3000;2024-03-07 22:53:19.840000;46
63;2900;2024-03-07 22:53:19.840000;46
62;2903;2024-03-07 22:53:19.840000;46
61;3037;2024-03-07 22:53:19.840000;46
60;2993;2024-03-07 22:53:19.840000;46
59;2993;2024-03-07 22:53:19.840000;46
58;2933;2024-03-07 22:53:19.840000;46
57;2919;2024-03-07 22:53:19.840000;46
48;2913;2024-03-07 22:53:19.840000;46
47;3000;2024-03-07 22:53:19.840000;46
46;2940;2024-03-07 22:53:19.840000;46
45;3039;2024-03-07 22:53:19.840000;46
52;2963;2024-03-07 22:53:19.840000;46
51;3058;2024-03-07 22:53:19.840000;46
50;3099;2024-03-07 22:53:19.840000;46
49;2900;2024-03-07 22:53:19.840000;46
44;3037;2024-03-07 22:53:19.840000;46
43;2940;2024-03-07 22:53:19.840000;46
42;2942;2024-03-07 22:53:19.840000;46
41;3054;2024-03-07 22:53:19.840000;46
36;3012;2024-03-07 22:53:19.840000;46
35;3064;2024-03-07 22:53:19.840000;46
34;2971;2024-03-07 22:53:19.840000;46
33;3030;2024-03-07 22:53:19.840000;46
40;3036;2024-03-07 22:53:19.840000;46
39;3064;2024-03-07 22:53:19.840000;46
38;2959;2024-03-07 22:53:19.840000;46
37;3036;2024-03-07 22:53:19.840000;46
72;4352.5;2024-03-07 22:53:19.377000;46
71;2407.6;2024-03-07 22:53:19.377000;46
70;24076;2024-03-07 22:53:19.377000;46
80;892;2024-03-07 22:53:17.862000;46
79;95162;2024-03-07 22:53:17.862000;46
76;32234;2024-03-07 22:53:17.862000;46
78;12033;2024-03-07 22:53:17.862000;46
77;95273;2024-03-07 22:53:17.862000;46
72;1562.1;2024-03-07 22:53:17.776000;46
71;5812.5;2024-03-07 22:53:17.776000;46
70;58125;2024-03-07 22:53:17.776000;46
72;5504.5;2024-03-07 22:53:24.180000;46
71;6401.2;2024-03-07 22:53:24.180000;46
70;64012;2024-03-07 22:53:24.180000;46
64;0;2024-03-07 22:53:22.841000;46
63;0;2024-03-07 22:53:22.841000;46
62;0;2024-03-07 22:53:22.841000;46
61;0;2024-03-07 22:53:22.841000;46
60;0;2024-03-07 22:53:22.841000;46
59;0;2024-03-07 22:53:22.841000;46
58;0;2024-03-07 22:53:22.841000;46
57;0;2024-03-07 22:53:22.841000;46
56;0;2024-03-07 22:53:22.841000;46
55;0;2024-03-07 22:53:22.841000;46
54;0;2024-03-07 22:53:22.841000;46
53;0;2024-03-07 22:53:22.841000;46
52;0;2024-03-07 22:53:22.841000;46
51;0;2024-03-07 22:53:22.841000;46
50;0;2024-03-07 22:53:22.841000;46
49;0;2024-03-07 22:53:22.841000;46
48;0;2024-03-07 22:53:22.841000;46
47;1;2024-03-07 22:53:22.841000;46
46;1;2024-03-07 22:53:22.841000;46
45;1;2024-03-07 22:53:22.841000;46
44;1;2024-03-07 22:53:22.841000;46
43;1;2024-03-07 22:53:22.841000;46
42;0;2024-03-07 22:53:22.841000;46
41;1;2024-03-07 22:53:22.841000;46
40;1;2024-03-07 22:53:22.841000;46
39;0;2024-03-07 22:53:22.841000;46
38;0;2024-03-07 22:53:22.841000;46
37;0;2024-03-07 22:53:22.841000;46
36;0;2024-03-07 22:53:22.841000;46
35;0;2024-03-07 22:53:22.841000;46
34;1;2024-03-07 22:53:22.841000;46
33;0;2024-03-07 22:53:22.841000;46
32;1;2024-03-07 22:53:22.841000;46
31;0;2024-03-07 22:53:22.841000;46
30;0;2024-03-07 22:53:22.841000;46
29;1;2024-03-07 22:53:22.841000;46
28;1;2024-03-07 22:53:22.841000;46
27;1;2024-03-07 22:53:22.841000;46
26;0;2024-03-07 22:53:22.841000;46
25;1;2024-03-07 22:53:22.841000;46
24;1;2024-03-07 22:53:22.841000;46
23;1;2024-03-07 22:53:22.841000;46
22;0;2024-03-07 22:53:22.841000;46
21;0;2024-03-07 22:53:22.841000;46
20;0;2024-03-07 22:53:22.841000;46
19;0;2024-03-07 22:53:22.841000;46
18;0;2024-03-07 22:53:22.841000;46
17;0;2024-03-07 22:53:22.841000;46
16;0;2024-03-07 22:53:22.841000;46
15;0;2024-03-07 22:53:22.841000;46
14;0;2024-03-07 22:53:22.841000;46
13;0;2024-03-07 22:53:22.841000;46
12;0;2024-03-07 22:53:22.841000;46
11;0;2024-03-07 22:53:22.841000;46
10;0;2024-03-07 22:53:22.841000;46
9;0;2024-03-07 22:53:22.841000;46
8;0;2024-03-07 22:53:22.841000;46
7;0;2024-03-07 22:53:22.841000;46
6;0;2024-03-07 22:53:22.841000;46
5;0;2024-03-07 22:53:22.841000;46
4;0;2024-03-07 22:53:22.841000;46
3;0;2024-03-07 22:53:22.841000;46
2;0;2024-03-07 22:53:22.841000;46
1;0;2024-03-07 22:53:22.841000;46
69;148044;2024-03-07 22:53:22.841000;46
68;598411;2024-03-07 22:53:22.841000;46
